Código,COUNTER,CO_FRAC_RA
20041405.0,150.0,41_40_5.
20041406.0,54.0,41_40_6.
20041406.0,77.0,41_40_6.
20041406.0,184.0,41_40_6.
20041408.0,59.0,41_40_8.
20041408.0,320.0,41_40_8.
20041408.0,328.0,41_40_8.
20041408.0,352.0,41_40_8.
20041408.0,357.0,41_40_8.
20041408.0,359.0,41_40_8.
20041408.0,362.0,41_40_8.
20041501.0,3.0,41_50_1.
20041502.0,216.0,41_50_2.
20041502.0,280.0,41_50_2.
20041503.0,143.0,41_50_3.
20041503.0,479.0,41_50_3.
20041504.0,120.0,41_50_4.
20041505.0,5.0,41_50_5.
20041506.0,124.0,41_50_6.
20041507.0,126.0,41_50_7.
20041508.0,196.0,41_50_8.
20041508.0,209.0,41_50_8.
20041509.0,98.0,41_50_9.
20041509.0,109.0,41_50_9.
20041510.0,100.0,41_51_.
20041604.0,37.0,41_60_4.
20041604.0,105.0,41_60_4.
20041604.0,205.0,41_60_4.
20041604.0,220.0,41_60_4.
20041606.0,236.0,41_60_6.
20041609.0,44.0,41_60_9.
20041610.0,152.0,41_61_.
20041702.0,76.0,41_70_2.
20041703.0,101.0,41_70_3.
20041704.0,111.0,41_70_4.
20041707.0,101.0,41_70_7.
20041904.0,248.0,41_90_4.
20041906.0,239.0,41_90_6.
20042001.0,31.0,42__1.
20042001.0,253.0,42__1.
20042004.0,202.0,42__4.
20042010.0,111.0,42_1_.
20042011.0,151.0,42_1_1.
20042104.0,60.0,42_10_4.
20042112.0,25.0,42_11_2.
20042201.0,16.0,42_20_1.
20042201.0,150.0,42_20_1.
20042201.0,230.0,42_20_1.
20042203.0,11.0,42_20_3.
20042203.0,105.0,42_20_3.
20042203.0,108.0,42_20_3.
20042203.0,321.0,42_20_3.
20042204.0,11.0,42_20_4.
20042204.0,295.0,42_20_4.
20042206.0,109.0,42_20_6.
20042206.0,123.0,42_20_6.
20042207.0,58.0,42_20_7.
20042211.0,78.0,42_21_1.
20042211.0,176.0,42_21_1.
20042212.0,171.0,42_21_2.
20042212.0,205.0,42_21_2.
20042301.0,167.0,42_30_1.
20042305.0,30.0,42_30_5.
20042309.0,52.0,42_30_9.
20042309.0,90.0,42_30_9.
20042310.0,158.0,42_31_.
20042310.0,160.0,42_31_.
20042501.0,298.0,42_50_1.
20042601.0,201.0,42_60_1.
20050102.0,113.0,50_10_2.
20050104.0,11.0,50_10_4.
20050104.0,268.0,50_10_4.
20050104.0,279.0,50_10_4.
20050105.0,132.0,50_10_5.
20050105.0,258.0,50_10_5.
20050105.0,404.0,50_10_5.
20050105.0,469.0,50_10_5.
20050108.0,78.0,50_10_8.
20050108.0,147.0,50_10_8.
20050108.0,227.0,50_10_8.
20050109.0,267.0,50_10_9.
20050110.0,35.0,50_11_.
20050201.0,199.0,50_20_1.
20050202.0,123.0,50_20_2.
20050203.0,241.0,50_20_3.
20050204.0,41.0,50_20_4.
20050204.0,335.0,50_20_4.
20050204.0,356.0,50_20_4.
20050204.0,407.0,50_20_4.
20050205.0,188.0,50_20_5.
20050206.0,35.0,50_20_6.
20050206.0,86.0,50_20_6.
20050207.0,112.0,50_20_7.
20050209.0,207.0,50_20_9.
20050211.0,198.0,50_21_1.
20050301.0,309.0,50_30_1.
20050305.0,164.0,50_30_5.
20050307.0,118.0,50_30_7.
20050308.0,11.0,50_30_8.
20050308.0,128.0,50_30_8.
20050311.0,287.0,50_31_1.
20050402.0,234.0,50_40_2.
20050403.0,298.0,50_40_3.
20050404.0,82.0,50_40_4.
20050407.0,143.0,50_40_7.
20050408.0,32.0,50_40_8.
20050408.0,44.0,50_40_8.
20050408.0,212.0,50_40_8.
20050408.0,376.0,50_40_8.
20050409.0,78.0,50_40_9.
20050409.0,297.0,50_40_9.
20050501.0,19.0,50_50_1.
20050501.0,58.0,50_50_1.
20050502.0,163.0,50_50_2.
20050502.0,293.0,50_50_2.
20050502.0,303.0,50_50_2.
20050502.0,376.0,50_50_2.
20050502.0,404.0,50_50_2.
20050502.0,427.0,50_50_2.
20050503.0,265.0,50_50_3.
20050504.0,40.0,50_50_4.
20050504.0,94.0,50_50_4.
20050504.0,166.0,50_50_4.
20050504.0,240.0,50_50_4.
20050505.0,73.0,50_50_5.
20050505.0,166.0,50_50_5.
20050505.0,197.0,50_50_5.
20050507.0,29.0,50_50_7.
20050508.0,8.0,50_50_8.
20050508.0,112.0,50_50_8.
20050601.0,153.0,50_60_1.
20050601.0,257.0,50_60_1.
20050602.0,13.0,50_60_2.
20050602.0,21.0,50_60_2.
20050602.0,109.0,50_60_2.
20050602.0,235.0,50_60_2.
20050602.0,341.0,50_60_2.
20050602.0,384.0,50_60_2.
20050602.0,388.0,50_60_2.
20050603.0,72.0,50_60_3.
20050604.0,42.0,50_60_4.
20050604.0,46.0,50_60_4.
20050604.0,78.0,50_60_4.
20050604.0,119.0,50_60_4.
20050604.0,154.0,50_60_4.
20050604.0,183.0,50_60_4.
20050604.0,524.0,50_60_4.
20050605.0,10.0,50_60_5.
20050605.0,505.0,50_60_5.
20050606.0,23.0,50_60_6.
20050606.0,103.0,50_60_6.
20050606.0,145.0,50_60_6.
20050607.0,28.0,50_60_7.
20050608.0,59.0,50_60_8.
20050608.0,324.0,50_60_8.
20050701.0,14.0,50_70_1.
20050701.0,482.0,50_70_1.
20050702.0,104.0,50_70_2.
20050703.0,219.0,50_70_3.
20050704.0,330.0,50_70_4.
20050704.0,582.0,50_70_4.
20050706.0,292.0,50_70_6.
20050708.0,143.0,50_70_8.
20050801.0,131.0,50_80_1.
20050801.0,324.0,50_80_1.
20050801.0,441.0,50_80_1.
20050801.0,504.0,50_80_1.
20050802.0,38.0,50_80_2.
20050802.0,66.0,50_80_2.
20050802.0,93.0,50_80_2.
20050802.0,189.0,50_80_2.
20050802.0,267.0,50_80_2.
20050802.0,286.0,50_80_2.
20050802.0,288.0,50_80_2.
20050802.0,319.0,50_80_2.
20050803.0,64.0,50_80_3.
20050803.0,395.0,50_80_3.
20050804.0,64.0,50_80_4.
20050804.0,93.0,50_80_4.
20050804.0,290.0,50_80_4.
20050805.0,29.0,50_80_5.
20050806.0,34.0,50_80_6.
20050806.0,159.0,50_80_6.
20050807.0,296.0,50_80_7.
20050808.0,130.0,50_80_8.
20050809.0,190.0,50_80_9.
20050901.0,25.0,50_90_1.
20050901.0,247.0,50_90_1.
20050901.0,349.0,50_90_1.
20050902.0,11.0,50_90_2.
20050902.0,72.0,50_90_2.
20050902.0,177.0,50_90_2.
20050903.0,197.0,50_90_3.
20050903.0,198.0,50_90_3.
20050904.0,82.0,50_90_4.
20050905.0,4.0,50_90_5.
20050905.0,30.0,50_90_5.
20050907.0,178.0,50_90_7.
20050908.0,393.0,50_90_8.
20050909.0,199.0,50_90_9.
20050910.0,55.0,50_91_.
20050910.0,103.0,50_91_.
20050910.0,121.0,50_91_.
20051001.0,125.0,51__1.
20051001.0,139.0,51__1.
20051001.0,144.0,51__1.
20051001.0,248.0,51__1.
20051001.0,446.0,51__1.
20051002.0,242.0,51__2.
20051004.0,194.0,51__4.
20051005.0,197.0,51__5.
20051006.0,230.0,51__6.
20051007.0,49.0,51__7.
20051007.0,210.0,51__7.
20051007.0,412.0,51__7.
20051008.0,290.0,51__8.
20051009.0,98.0,51__9.
20051009.0,183.0,51__9.
20051101.0,324.0,51_10_1.
20051103.0,143.0,51_10_3.
20051103.0,185.0,51_10_3.
20051105.0,117.0,51_10_5.
20051105.0,141.0,51_10_5.
20051106.0,294.0,51_10_6.
20051107.0,15.0,51_10_7.
20051107.0,115.0,51_10_7.
20051107.0,459.0,51_10_7.
20051107.0,467.0,51_10_7.
20051108.0,139.0,51_10_8.
20051109.0,199.0,51_10_9.
20051110.0,93.0,51_11_.
20051110.0,112.0,51_11_.
20051201.0,234.0,51_20_1.
20051202.0,59.0,51_20_2.
20051202.0,126.0,51_20_2.
20051202.0,172.0,51_20_2.
20051202.0,478.0,51_20_2.
20051202.0,775.0,51_20_2.
20051203.0,313.0,51_20_3.
20051204.0,295.0,51_20_4.
20051205.0,118.0,51_20_5.
20051205.0,119.0,51_20_5.
20051205.0,125.0,51_20_5.
20051206.0,201.0,51_20_6.
20051206.0,333.0,51_20_6.
20051206.0,384.0,51_20_6.
20051206.0,418.0,51_20_6.
20051206.0,459.0,51_20_6.
20051206.0,720.0,51_20_6.
20051301.0,36.0,51_30_1.
20051301.0,249.0,51_30_1.
20051302.0,158.0,51_30_2.
20051302.0,164.0,51_30_2.
20051302.0,169.0,51_30_2.
20051302.0,180.0,51_30_2.
20051304.0,325.0,51_30_4.
20051305.0,281.0,51_30_5.
20051305.0,289.0,51_30_5.
20051306.0,22.0,51_30_6.
20051307.0,116.0,51_30_7.
20051307.0,222.0,51_30_7.
20051308.0,67.0,51_30_8.
20051308.0,83.0,51_30_8.
20051308.0,109.0,51_30_8.
20051309.0,279.0,51_30_9.
20051403.0,15.0,51_40_3.
20051403.0,506.0,51_40_3.
20051404.0,4.0,51_40_4.
20051404.0,11.0,51_40_4.
20051404.0,31.0,51_40_4.
20051404.0,214.0,51_40_4.
20051408.0,162.0,51_40_8.
20051501.0,100.0,51_50_1.
20051501.0,156.0,51_50_1.
20051501.0,370.0,51_50_1.
20051501.0,415.0,51_50_1.
20051502.0,55.0,51_50_2.
20051502.0,139.0,51_50_2.
20051503.0,22.0,51_50_3.
20051504.0,105.0,51_50_4.
20051504.0,258.0,51_50_4.
20051504.0,301.0,51_50_4.
20051506.0,309.0,51_50_6.
20051507.0,21.0,51_50_7.
20051507.0,140.0,51_50_7.
20051602.0,177.0,51_60_2.
20051603.0,209.0,51_60_3.
20051604.0,91.0,51_60_4.
20051604.0,147.0,51_60_4.
20051605.0,77.0,51_60_5.
20051606.0,29.0,51_60_6.
20051606.0,264.0,51_60_6.
20051609.0,16.0,51_60_9.
20051609.0,184.0,51_60_9.
20051610.0,289.0,51_61_.
20051611.0,400.0,51_61_1.
20051701.0,209.0,51_70_1.
20051701.0,228.0,51_70_1.
20051702.0,45.0,51_70_2.
20051702.0,97.0,51_70_2.
20051702.0,318.0,51_70_2.
20051703.0,1.0,51_70_3.
20051703.0,281.0,51_70_3.
20051704.0,186.0,51_70_4.
20051704.0,223.0,51_70_4.
20051704.0,261.0,51_70_4.
20051704.0,269.0,51_70_4.
20051705.0,1.0,51_70_5.
20051705.0,62.0,51_70_5.
20051705.0,200.0,51_70_5.
20051705.0,261.0,51_70_5.
20051706.0,226.0,51_70_6.
20051707.0,46.0,51_70_7.
20051708.0,221.0,51_70_8.
20051708.0,289.0,51_70_8.
20051710.0,133.0,51_71_.
20051710.0,187.0,51_71_.
20051710.0,270.0,51_71_.
20051802.0,260.0,51_80_2.
20051805.0,166.0,51_80_5.
20051805.0,182.0,51_80_5.
20051806.0,188.0,51_80_6.
20051808.0,17.0,51_80_8.
20051809.0,73.0,51_80_9.
20051809.0,241.0,51_80_9.
20051810.0,101.0,51_81_.
20051901.0,221.0,51_90_1.
20051902.0,116.0,51_90_2.
20051904.0,140.0,51_90_4.
20051904.0,319.0,51_90_4.
20051905.0,131.0,51_90_5.
20051905.0,218.0,51_90_5.
20051906.0,179.0,51_90_6.
20051906.0,276.0,51_90_6.
20051907.0,104.0,51_90_7.
20051909.0,252.0,51_90_9.
20051910.0,196.0,51_91_.
20052002.0,309.0,52__2.
20052002.0,399.0,52__2.
20052003.0,208.0,52__3.
20052005.0,115.0,52__5.
20052005.0,140.0,52__5.
20052005.0,272.0,52__5.
20052006.0,43.0,52__6.
20052006.0,268.0,52__6.
20052008.0,9.0,52__8.
20052008.0,292.0,52__8.
20052008.0,293.0,52__8.
20052009.0,86.0,52__9.
20052011.0,291.0,52_1_1.
20052101.0,136.0,52_10_1.
20052102.0,81.0,52_10_2.
20052103.0,68.0,52_10_3.
20052104.0,290.0,52_10_4.
20052105.0,33.0,52_10_5.
20052105.0,120.0,52_10_5.
20052106.0,252.0,52_10_6.
20052107.0,176.0,52_10_7.
20052107.0,183.0,52_10_7.
20052107.0,189.0,52_10_7.
20052109.0,43.0,52_10_9.
20052109.0,48.0,52_10_9.
20052109.0,154.0,52_10_9.
20052111.0,141.0,52_11_1.
20052111.0,184.0,52_11_1.
20052203.0,106.0,52_20_3.
20052203.0,138.0,52_20_3.
20052204.0,187.0,52_20_4.
20052206.0,11.0,52_20_6.
20052206.0,220.0,52_20_6.
20052206.0,261.0,52_20_6.
20052207.0,701.0,52_20_7.
20052209.0,185.0,52_20_9.
20052211.0,138.0,52_21_1.
20060104.0,71.0,60_10_4.
20060104.0,185.0,60_10_4.
20060105.0,23.0,60_10_5.
20060105.0,62.0,60_10_5.
20060105.0,178.0,60_10_5.
20060105.0,354.0,60_10_5.
20060105.0,430.0,60_10_5.
20060106.0,241.0,60_10_6.
20060107.0,224.0,60_10_7.
20060109.0,133.0,60_10_9.
20060112.0,181.0,60_11_2.
20060112.0,279.0,60_11_2.
20060112.0,285.0,60_11_2.
20060204.0,112.0,60_20_4.
20060206.0,303.0,60_20_6.
20060207.0,84.0,60_20_7.
20060207.0,286.0,60_20_7.
20060208.0,305.0,60_20_8.
20060211.0,255.0,60_21_1.
20060211.0,273.0,60_21_1.
20060211.0,369.0,60_21_1.
20060211.0,381.0,60_21_1.
20060301.0,81.0,60_30_1.
20060301.0,220.0,60_30_1.
20060301.0,228.0,60_30_1.
20060302.0,52.0,60_30_2.
20060303.0,252.0,60_30_3.
20060303.0,278.0,60_30_3.
20060306.0,180.0,60_30_6.
20060307.0,34.0,60_30_7.
20060308.0,16.0,60_30_8.
20060308.0,137.0,60_30_8.
20060309.0,52.0,60_30_9.
20060309.0,330.0,60_30_9.
20060310.0,60.0,60_31_.
20060310.0,75.0,60_31_.
20060310.0,175.0,60_31_.
20060310.0,248.0,60_31_.
20060401.0,193.0,60_40_1.
20060402.0,186.0,60_40_2.
20060404.0,231.0,60_40_4.
20060404.0,271.0,60_40_4.
20060405.0,43.0,60_40_5.
20060407.0,78.0,60_40_7.
20060410.0,186.0,60_41_.
20060501.0,21.0,60_50_1.
20060501.0,264.0,60_50_1.
20060502.0,68.0,60_50_2.
20060502.0,264.0,60_50_2.
20060502.0,361.0,60_50_2.
20060504.0,289.0,60_50_4.
20060505.0,105.0,60_50_5.
20060505.0,179.0,60_50_5.
20060505.0,228.0,60_50_5.
20060508.0,156.0,60_50_8.
20060509.0,52.0,60_50_9.
20060509.0,73.0,60_50_9.
20060510.0,90.0,60_51_.
20060510.0,294.0,60_51_.
20060511.0,5.0,60_51_1.
20060511.0,62.0,60_51_1.
20060511.0,219.0,60_51_1.
20060511.0,291.0,60_51_1.
20060511.0,295.0,60_51_1.
20060511.0,375.0,60_51_1.
20060512.0,124.0,60_51_2.
20060601.0,113.0,60_60_1.
20060601.0,324.0,60_60_1.
20060601.0,327.0,60_60_1.
20060602.0,42.0,60_60_2.
20060602.0,224.0,60_60_2.
20060602.0,280.0,60_60_2.
20060603.0,16.0,60_60_3.
20060603.0,151.0,60_60_3.
20060603.0,183.0,60_60_3.
20060603.0,216.0,60_60_3.
20060603.0,347.0,60_60_3.
20060605.0,37.0,60_60_5.
20060606.0,273.0,60_60_6.
20060607.0,145.0,60_60_7.
20060607.0,178.0,60_60_7.
20060607.0,191.0,60_60_7.
20060607.0,239.0,60_60_7.
20060607.0,313.0,60_60_7.
20060607.0,330.0,60_60_7.
20060607.0,335.0,60_60_7.
20060608.0,9.0,60_60_8.
20060609.0,236.0,60_60_9.
20060701.0,13.0,60_70_1.
20060702.0,113.0,60_70_2.
20060702.0,318.0,60_70_2.
20060703.0,6.0,60_70_3.
20060703.0,72.0,60_70_3.
20060703.0,93.0,60_70_3.
20060703.0,144.0,60_70_3.
20060703.0,258.0,60_70_3.
20060704.0,191.0,60_70_4.
20060705.0,201.0,60_70_5.
20060705.0,245.0,60_70_5.
20060706.0,3.0,60_70_6.
20060706.0,15.0,60_70_6.
20060706.0,178.0,60_70_6.
20060707.0,107.0,60_70_7.
20060707.0,259.0,60_70_7.
20060708.0,44.0,60_70_8.
20060708.0,159.0,60_70_8.
20060708.0,225.0,60_70_8.
20060708.0,235.0,60_70_8.
20060708.0,242.0,60_70_8.
20060708.0,243.0,60_70_8.
20060708.0,305.0,60_70_8.
20060709.0,128.0,60_70_9.
20060709.0,256.0,60_70_9.
20060711.0,37.0,60_71_1.
20060711.0,191.0,60_71_1.
20060712.0,105.0,60_71_2.
20060712.0,147.0,60_71_2.
20060802.0,138.0,60_80_2.
20060802.0,346.0,60_80_2.
20060803.0,157.0,60_80_3.
20060804.0,77.0,60_80_4.
20060804.0,150.0,60_80_4.
20060804.0,155.0,60_80_4.
20060804.0,279.0,60_80_4.
20060806.0,29.0,60_80_6.
20060806.0,189.0,60_80_6.
20060806.0,365.0,60_80_6.
20060806.0,493.0,60_80_6.
20060807.0,1.0,60_80_7.
20060807.0,168.0,60_80_7.
20060807.0,169.0,60_80_7.
20060807.0,264.0,60_80_7.
20060807.0,279.0,60_80_7.
20060808.0,68.0,60_80_8.
20060808.0,124.0,60_80_8.
20060808.0,228.0,60_80_8.
20060809.0,134.0,60_80_9.
20060810.0,197.0,60_81_.
20060901.0,269.0,60_90_1.
20060901.0,272.0,60_90_1.
20060903.0,81.0,60_90_3.
20060903.0,254.0,60_90_3.
20060904.0,77.0,60_90_4.
20060904.0,174.0,60_90_4.
20060904.0,200.0,60_90_4.
20060904.0,248.0,60_90_4.
20060904.0,322.0,60_90_4.
20060905.0,37.0,60_90_5.
20060905.0,64.0,60_90_5.
20060906.0,40.0,60_90_6.
20060906.0,99.0,60_90_6.
20060906.0,100.0,60_90_6.
20060907.0,84.0,60_90_7.
20060907.0,87.0,60_90_7.
20060907.0,117.0,60_90_7.
20060907.0,169.0,60_90_7.
20060908.0,52.0,60_90_8.
20060908.0,79.0,60_90_8.
20060909.0,148.0,60_90_9.
20060909.0,214.0,60_90_9.
20060909.0,357.0,60_90_9.
20060910.0,126.0,60_91_.
20060910.0,259.0,60_91_.
20061001.0,187.0,61__1.
20061002.0,165.0,61__2.
20061004.0,80.0,61__4.
20061004.0,156.0,61__4.
20061004.0,206.0,61__4.
20061005.0,25.0,61__5.
20061005.0,175.0,61__5.
20061005.0,213.0,61__5.
20061005.0,379.0,61__5.
20061006.0,91.0,61__6.
20061006.0,123.0,61__6.
20061006.0,311.0,61__6.
20061006.0,393.0,61__6.
20061008.0,507.0,61__8.
20061009.0,173.0,61__9.
20061010.0,256.0,61_1_.
20061010.0,375.0,61_1_.
20061102.0,51.0,61_10_2.
20061103.0,217.0,61_10_3.
20061105.0,207.0,61_10_5.
20061106.0,39.0,61_10_6.
20061106.0,288.0,61_10_6.
20061106.0,305.0,61_10_6.
20061107.0,318.0,61_10_7.
20061108.0,24.0,61_10_8.
20061108.0,63.0,61_10_8.
20061110.0,28.0,61_11_.
20061203.0,86.0,61_20_3.
20061203.0,252.0,61_20_3.
20061205.0,96.0,61_20_5.
20061205.0,238.0,61_20_5.
20061206.0,58.0,61_20_6.
20061206.0,59.0,61_20_6.
20061206.0,140.0,61_20_6.
20061206.0,141.0,61_20_6.
20061207.0,17.0,61_20_7.
20061207.0,51.0,61_20_7.
20061208.0,69.0,61_20_8.
20061208.0,157.0,61_20_8.
20061208.0,199.0,61_20_8.
20061208.0,287.0,61_20_8.
20061210.0,55.0,61_21_.
20061210.0,132.0,61_21_.
20061210.0,163.0,61_21_.
20061211.0,10.0,61_21_1.
20061211.0,124.0,61_21_1.
20061211.0,266.0,61_21_1.
20061212.0,85.0,61_21_2.
20061212.0,175.0,61_21_2.
20061301.0,202.0,61_30_1.
20061302.0,72.0,61_30_2.
20061302.0,227.0,61_30_2.
20061302.0,279.0,61_30_2.
20061302.0,296.0,61_30_2.
20061302.0,304.0,61_30_2.
20061302.0,337.0,61_30_2.
20061302.0,339.0,61_30_2.
20061302.0,373.0,61_30_2.
20061302.0,422.0,61_30_2.
20061302.0,512.0,61_30_2.
20061303.0,3.0,61_30_3.
20061303.0,104.0,61_30_3.
20061303.0,266.0,61_30_3.
20061304.0,103.0,61_30_4.
20061304.0,326.0,61_30_4.
20061304.0,438.0,61_30_4.
20061305.0,41.0,61_30_5.
20061305.0,52.0,61_30_5.
20061305.0,56.0,61_30_5.
20061305.0,89.0,61_30_5.
20061305.0,338.0,61_30_5.
20061306.0,31.0,61_30_6.
20061306.0,66.0,61_30_6.
20061307.0,56.0,61_30_7.
20061307.0,61.0,61_30_7.
20061307.0,250.0,61_30_7.
20061307.0,313.0,61_30_7.
20061307.0,326.0,61_30_7.
20061308.0,7.0,61_30_8.
20061308.0,39.0,61_30_8.
20061308.0,181.0,61_30_8.
20061308.0,365.0,61_30_8.
20061308.0,388.0,61_30_8.
20061401.0,296.0,61_40_1.
20061401.0,369.0,61_40_1.
20061402.0,41.0,61_40_2.
20061403.0,17.0,61_40_3.
20061403.0,19.0,61_40_3.
20061403.0,121.0,61_40_3.
20061403.0,135.0,61_40_3.
20061403.0,365.0,61_40_3.
20061404.0,388.0,61_40_4.
20061404.0,396.0,61_40_4.
20061404.0,420.0,61_40_4.
20061405.0,269.0,61_40_5.
20061405.0,300.0,61_40_5.
20061405.0,360.0,61_40_5.
20061405.0,398.0,61_40_5.
20061406.0,27.0,61_40_6.
20061407.0,191.0,61_40_7.
20061408.0,89.0,61_40_8.
20061408.0,119.0,61_40_8.
20061408.0,154.0,61_40_8.
20061410.0,301.0,61_41_.
20061501.0,78.0,61_50_1.
20061501.0,95.0,61_50_1.
20061501.0,122.0,61_50_1.
20061502.0,288.0,61_50_2.
20061502.0,453.0,61_50_2.
20061502.0,556.0,61_50_2.
20061503.0,75.0,61_50_3.
20061504.0,10.0,61_50_4.
20061504.0,137.0,61_50_4.
20061504.0,142.0,61_50_4.
20061504.0,164.0,61_50_4.
20061505.0,19.0,61_50_5.
20061505.0,21.0,61_50_5.
20061506.0,16.0,61_50_6.
20061506.0,274.0,61_50_6.
20061508.0,148.0,61_50_8.
20061508.0,389.0,61_50_8.
20061601.0,70.0,61_60_1.
20061601.0,142.0,61_60_1.
20061601.0,196.0,61_60_1.
20061602.0,233.0,61_60_2.
20061605.0,374.0,61_60_5.
20061606.0,22.0,61_60_6.
20061606.0,300.0,61_60_6.
20061607.0,169.0,61_60_7.
20061607.0,265.0,61_60_7.
20061607.0,270.0,61_60_7.
20061608.0,24.0,61_60_8.
20061608.0,280.0,61_60_8.
20061608.0,430.0,61_60_8.
20061608.0,440.0,61_60_8.
20061609.0,101.0,61_60_9.
20061609.0,173.0,61_60_9.
20061609.0,285.0,61_60_9.
20061610.0,278.0,61_61_.
20061611.0,130.0,61_61_1.
20061611.0,317.0,61_61_1.
20061611.0,373.0,61_61_1.
20061701.0,219.0,61_70_1.
20061702.0,140.0,61_70_2.
20061702.0,160.0,61_70_2.
20061702.0,224.0,61_70_2.
20061702.0,287.0,61_70_2.
20061704.0,245.0,61_70_4.
20061705.0,73.0,61_70_5.
20061705.0,203.0,61_70_5.
20061705.0,389.0,61_70_5.
20061705.0,471.0,61_70_5.
20061705.0,628.0,61_70_5.
20061705.0,654.0,61_70_5.
20061705.0,729.0,61_70_5.
20061706.0,6.0,61_70_6.
20061801.0,210.0,61_80_1.
20061802.0,175.0,61_80_2.
20061803.0,9.0,61_80_3.
20061803.0,36.0,61_80_3.
20061803.0,39.0,61_80_3.
20061803.0,110.0,61_80_3.
20061803.0,183.0,61_80_3.
20061803.0,262.0,61_80_3.
20061804.0,30.0,61_80_4.
20061804.0,102.0,61_80_4.
20061804.0,158.0,61_80_4.
20061804.0,177.0,61_80_4.
20061804.0,195.0,61_80_4.
20061804.0,198.0,61_80_4.
20061805.0,86.0,61_80_5.
20061805.0,130.0,61_80_5.
20061805.0,197.0,61_80_5.
20061805.0,283.0,61_80_5.
20061805.0,319.0,61_80_5.
20061806.0,21.0,61_80_6.
20061806.0,93.0,61_80_6.
20061806.0,146.0,61_80_6.
20061806.0,196.0,61_80_6.
20061806.0,197.0,61_80_6.
20061806.0,395.0,61_80_6.
20061806.0,413.0,61_80_6.
20061806.0,427.0,61_80_6.
20061806.0,445.0,61_80_6.
20061807.0,40.0,61_80_7.
20061807.0,122.0,61_80_7.
20061807.0,190.0,61_80_7.
20061807.0,301.0,61_80_7.
20061807.0,308.0,61_80_7.
20061807.0,311.0,61_80_7.
20061807.0,463.0,61_80_7.
20061807.0,485.0,61_80_7.
20061807.0,503.0,61_80_7.
20061808.0,425.0,61_80_8.
20061809.0,141.0,61_80_9.
20061809.0,289.0,61_80_9.
20061809.0,304.0,61_80_9.
20061809.0,321.0,61_80_9.
20061809.0,389.0,61_80_9.
20061901.0,22.0,61_90_1.
20061901.0,67.0,61_90_1.
20061901.0,184.0,61_90_1.
20061901.0,198.0,61_90_1.
20061901.0,228.0,61_90_1.
20061901.0,234.0,61_90_1.
20061901.0,319.0,61_90_1.
20061901.0,341.0,61_90_1.
20061901.0,365.0,61_90_1.
20061902.0,191.0,61_90_2.
20061902.0,223.0,61_90_2.
20061902.0,251.0,61_90_2.
20061902.0,263.0,61_90_2.
20061902.0,330.0,61_90_2.
20061902.0,331.0,61_90_2.
20061902.0,334.0,61_90_2.
20061902.0,373.0,61_90_2.
20061902.0,523.0,61_90_2.
20061902.0,536.0,61_90_2.
20061902.0,605.0,61_90_2.
20061903.0,9.0,61_90_3.
20061903.0,117.0,61_90_3.
20061903.0,276.0,61_90_3.
20061903.0,451.0,61_90_3.
20061903.0,454.0,61_90_3.
20061904.0,80.0,61_90_4.
20061904.0,111.0,61_90_4.
20061905.0,13.0,61_90_5.
20061905.0,60.0,61_90_5.
20061905.0,82.0,61_90_5.
20061905.0,103.0,61_90_5.
20061905.0,146.0,61_90_5.
20061906.0,131.0,61_90_6.
20061907.0,135.0,61_90_7.
20061908.0,262.0,61_90_8.
20062001.0,60.0,62__1.
20062003.0,275.0,62__3.
20062003.0,436.0,62__3.
20062004.0,166.0,62__4.
20062004.0,256.0,62__4.
20062005.0,235.0,62__5.
20062005.0,280.0,62__5.
20062006.0,32.0,62__6.
20062006.0,49.0,62__6.
20062006.0,173.0,62__6.
20062006.0,242.0,62__6.
20062008.0,77.0,62__8.
20062008.0,134.0,62__8.
20062008.0,243.0,62__8.
20062009.0,66.0,62__9.
20062009.0,101.0,62__9.
20062009.0,144.0,62__9.
20062009.0,152.0,62__9.
20062010.0,14.0,62_1_.
20062010.0,282.0,62_1_.
20062102.0,250.0,62_10_2.
20062103.0,312.0,62_10_3.
20062103.0,330.0,62_10_3.
20062104.0,239.0,62_10_4.
20062105.0,160.0,62_10_5.
20062105.0,182.0,62_10_5.
20062105.0,265.0,62_10_5.
20062106.0,7.0,62_10_6.
20062107.0,285.0,62_10_7.
20062108.0,57.0,62_10_8.
20062109.0,50.0,62_10_9.
20062109.0,133.0,62_10_9.
20062109.0,158.0,62_10_9.
20062109.0,264.0,62_10_9.
20062110.0,27.0,62_11_.
20062111.0,116.0,62_11_1.
20070103.0,316.0,70_10_3.
20070104.0,144.0,70_10_4.
20070104.0,147.0,70_10_4.
20070106.0,45.0,70_10_6.
20070108.0,232.0,70_10_8.
20070108.0,249.0,70_10_8.
20070109.0,100.0,70_10_9.
20070109.0,147.0,70_10_9.
20070110.0,239.0,70_11_.
20070201.0,264.0,70_20_1.
20070202.0,360.0,70_20_2.
20070203.0,159.0,70_20_3.
20070203.0,258.0,70_20_3.
20070203.0,277.0,70_20_3.
20070204.0,256.0,70_20_4.
20070204.0,605.0,70_20_4.
20070206.0,89.0,70_20_6.
20070206.0,189.0,70_20_6.
20070206.0,250.0,70_20_6.
20070207.0,24.0,70_20_7.
20070209.0,27.0,70_20_9.
20070209.0,326.0,70_20_9.
20070301.0,285.0,70_30_1.
20070301.0,292.0,70_30_1.
20070302.0,255.0,70_30_2.
